frame_name,label,class_id,x_center,y_center,width,height
frame_000020.jpg,drinking,0,0.323285,0.678883,0.249844,0.526423
frame_000021.jpg,drinking,0,0.323747,0.676502,0.24892,0.525968
frame_000022.jpg,drinking,0,0.324204,0.674111,0.248007,0.525494
frame_000023.jpg,drinking,0,0.32466,0.671739,0.247094,0.52502
frame_000024.jpg,drinking,0,0.325122,0.669348,0.246169,0.524545
frame_000025.jpg,drinking,0,0.325579,0.666966,0.245256,0.524091
frame_000026.jpg,drinking,0,0.326041,0.664585,0.244332,0.523597
frame_000027.jpg,drinking,0,0.326498,0.662204,0.243419,0.523142
frame_000028.jpg,drinking,0,0.326954,0.659822,0.242506,0.522688
frame_000029.jpg,drinking,0,0.327416,0.657441,0.241581,0.522194
frame_000030.jpg,drinking,0,0.327873,0.655059,0.240668,0.521739
frame_000031.jpg,drinking,0,0.328335,0.652668,0.239744,0.521265
frame_000032.jpg,drinking,0,0.328792,0.650296,0.238831,0.520791
frame_000033.jpg,drinking,0,0.329248,0.647905,0.237918,0.520316
frame_000034.jpg,drinking,0,0.32971,0.645534,0.236993,0.519842
frame_000035.jpg,drinking,0,0.330167,0.643142,0.23608,0.519368
frame_000036.jpg,drinking,0,0.330629,0.640761,0.235156,0.518913
frame_000037.jpg,drinking,0,0.331086,0.638379,0.234243,0.518419
frame_000038.jpg,drinking,0,0.331542,0.635998,0.23333,0.517964
frame_000039.jpg,drinking,0,0.332004,0.633607,0.232405,0.51749
frame_000040.jpg,drinking,0,0.332461,0.631235,0.231492,0.517016
frame_000041.jpg,drinking,0,0.332923,0.628854,0.230568,0.516561
frame_000042.jpg,drinking,0,0.33338,0.626462,0.229655,0.516087
frame_000043.jpg,drinking,0,0.333836,0.624091,0.228742,0.515613
frame_000044.jpg,drinking,0,0.334298,0.6217,0.227817,0.515138
frame_000045.jpg,drinking,0,0.334755,0.619328,0.226904,0.514664
frame_000046.jpg,drinking,0,0.335217,0.616937,0.22598,0.51419
frame_000047.jpg,drinking,0,0.335674,0.614555,0.225067,0.513735
frame_000048.jpg,drinking,0,0.33613,0.612174,0.224154,0.513241
frame_000049.jpg,drinking,0,0.336592,0.609792,0.223229,0.512787
frame_000050.jpg,drinking,0,0.337049,0.607401,0.222316,0.512312
frame_000051.jpg,drinking,0,0.337511,0.60503,0.221392,0.511838
frame_000052.jpg,drinking,0,0.337968,0.602638,0.220479,0.511364
frame_000053.jpg,drinking,0,0.338424,0.600257,0.219566,0.510909
frame_000054.jpg,drinking,0,0.338886,0.597885,0.218641,0.510435
frame_000055.jpg,drinking,0,0.339343,0.595494,0.217728,0.50996
frame_000056.jpg,drinking,0,0.339805,0.593113,0.216804,0.509506
frame_000057.jpg,drinking,0,0.340262,0.590731,0.215891,0.509012
frame_000058.jpg,drinking,0,0.340718,0.58835,0.214978,0.508557
frame_000059.jpg,drinking,0,0.34118,0.585968,0.214053,0.508063
frame_000060.jpg,drinking,0,0.341637,0.583587,0.21314,0.507609
frame_000061.jpg,drinking,0,0.342099,0.581196,0.212216,0.507134
frame_000062.jpg,drinking,0,0.342556,0.578824,0.211303,0.50666
frame_000063.jpg,drinking,0,0.343012,0.576433,0.21039,0.506186
frame_000064.jpg,drinking,0,0.343474,0.574051,0.209465,0.505731
frame_000065.jpg,drinking,0,0.343931,0.57168,0.208552,0.505257
frame_000066.jpg,drinking,0,0.344393,0.569289,0.207628,0.504783
frame_000067.jpg,drinking,0,0.34485,0.566907,0.206715,0.504328
frame_000068.jpg,drinking,0,0.345306,0.564526,0.205802,0.503834
frame_000069.jpg,drinking,0,0.345768,0.562144,0.204878,0.503379
frame_000070.jpg,drinking,0,0.346225,0.559763,0.203964,0.502885
frame_000071.jpg,drinking,0,0.346687,0.557381,0.20304,0.502431
frame_000072.jpg,drinking,0,0.347144,0.55499,0.202127,0.501957
frame_000073.jpg,drinking,0,0.3476,0.552619,0.201214,0.501482
frame_000074.jpg,drinking,0,0.348062,0.550227,0.20029,0.501008
frame_000075.jpg,drinking,0,0.348519,0.547846,0.199376,0.500553
frame_000076.jpg,drinking,0,0.348981,0.545464,0.198452,0.500059
frame_000077.jpg,drinking,0,0.349438,0.543083,0.197539,0.499605
frame_000078.jpg,drinking,0,0.348981,0.542737,0.197494,0.500296
frame_000079.jpg,drinking,0,0.348536,0.542381,0.19745,0.501008
frame_000080.jpg,drinking,0,0.348085,0.542036,0.197416,0.5017
frame_000081.jpg,drinking,0,0.347639,0.54168,0.197372,0.502411
frame_000082.jpg,drinking,0,0.347183,0.541334,0.197327,0.503103
frame_000083.jpg,drinking,0,0.346732,0.540978,0.197294,0.503814
frame_000084.jpg,drinking,0,0.346286,0.540632,0.197249,0.504506
frame_000085.jpg,drinking,0,0.34583,0.540277,0.197205,0.505217
frame_000086.jpg,drinking,0,0.345384,0.539931,0.19716,0.505909
frame_000087.jpg,drinking,0,0.344933,0.539585,0.197127,0.506601
frame_000088.jpg,drinking,0,0.344482,0.539229,0.197094,0.507312
frame_000089.jpg,drinking,0,0.344031,0.538883,0.197038,0.508004
frame_000090.jpg,drinking,0,0.34358,0.538528,0.197004,0.508715
frame_000091.jpg,drinking,0,0.343129,0.538182,0.196971,0.509407
frame_000092.jpg,drinking,0,0.342684,0.537826,0.196927,0.510119
frame_000093.jpg,drinking,0,0.342227,0.53748,0.196882,0.51081
frame_000094.jpg,drinking,0,0.341782,0.537134,0.196837,0.511502
frame_000095.jpg,drinking,0,0.341331,0.536779,0.196804,0.512213
frame_000096.jpg,drinking,0,0.34088,0.536433,0.196771,0.512905
frame_000097.jpg,drinking,0,0.340429,0.536077,0.196715,0.513617
frame_000098.jpg,drinking,0,0.339978,0.535731,0.196682,0.514308
frame_000099.jpg,drinking,0,0.339532,0.535375,0.196637,0.51502
frame_000100.jpg,drinking,0,0.339076,0.53503,0.196592,0.515711
frame_000101.jpg,drinking,0,0.338625,0.534674,0.196559,0.516423
frame_000102.jpg,drinking,0,0.338179,0.534328,0.196514,0.517115
frame_000103.jpg,drinking,0,0.337728,0.533982,0.196481,0.517806
frame_000104.jpg,drinking,0,0.337277,0.533626,0.196425,0.518518
frame_000105.jpg,drinking,0,0.336826,0.533281,0.196392,0.519209
frame_000106.jpg,drinking,0,0.336375,0.532925,0.196359,0.519921
frame_000107.jpg,drinking,0,0.33593,0.532579,0.196314,0.520613
frame_000108.jpg,drinking,0,0.335473,0.532223,0.196269,0.521324
frame_000109.jpg,drinking,0,0.335028,0.531877,0.196225,0.522016
frame_000110.jpg,drinking,0,0.334577,0.531522,0.196192,0.522727
frame_000111.jpg,drinking,0,0.33412,0.531176,0.196147,0.523419
frame_000112.jpg,drinking,0,0.333675,0.53083,0.196102,0.524111
frame_000113.jpg,drinking,0,0.333224,0.530474,0.196069,0.524822
frame_000114.jpg,drinking,0,0.332778,0.530128,0.196024,0.525514
frame_000115.jpg,drinking,0,0.332322,0.529773,0.19598,0.526225
frame_000116.jpg,drinking,0,0.331871,0.529427,0.195947,0.526917
frame_000117.jpg,drinking,0,0.331425,0.529071,0.195902,0.527628
frame_000118.jpg,drinking,0,0.330974,0.528725,0.195869,0.52832
frame_000119.jpg,drinking,0,0.330518,0.52837,0.195824,0.529032
frame_000120.jpg,drinking,0,0.330072,0.528024,0.19578,0.529723
frame_000121.jpg,drinking,0,0.329621,0.527678,0.195746,0.530415
frame_000122.jpg,drinking,0,0.32917,0.527322,0.19569,0.531126
frame_000123.jpg,drinking,0,0.328719,0.526976,0.195657,0.531818
