frame_name,label,class_id,x_center,y_center,width,height
frame_000179.jpg,grassing,0,0.441292,0.497826,0.672962,0.988656
frame_000046.jpg,grassing,0,0.454315,0.500514,0.571125,0.989802
frame_000219.jpg,grassing,0,0.432094,0.497006,0.693029,0.988320
frame_000105.jpg,grassing,0,0.458296,0.499328,0.635835,0.989289
frame_000216.jpg,grassing,0,0.432778,0.497075,0.691526,0.988340
frame_000050.jpg,grassing,0,0.455735,0.500435,0.577817,0.989763
frame_000218.jpg,grassing,0,0.432322,0.497026,0.692528,0.988320
frame_000066.jpg,grassing,0,0.461414,0.500119,0.604566,0.989644
frame_000173.jpg,grassing,0,0.442667,0.497945,0.669944,0.988696
frame_000316.jpg,grassing,0,0.348664,0.495040,0.685412,0.987470
frame_000210.jpg,grassing,0,0.434159,0.497194,0.688519,0.988379
frame_000178.jpg,grassing,0,0.441520,0.497836,0.672461,0.988676
frame_000237.jpg,grassing,0,0.415496,0.496650,0.695379,0.988162
frame_000121.jpg,grassing,0,0.454627,0.499002,0.643864,0.989150
frame_000353.jpg,grassing,0,0.341570,0.494289,0.676659,0.987154
frame_000045.jpg,grassing,0,0.453959,0.500543,0.569454,0.989822
frame_000296.jpg,grassing,0,0.352500,0.495445,0.690145,0.987648
frame_000238.jpg,grassing,0,0.414220,0.496621,0.695323,0.988142
frame_000013.jpg,grassing,0,0.462784,0.501196,0.557884,0.990099
frame_000261.jpg,grassing,0,0.385050,0.496156,0.694065,0.987964
frame_000214.jpg,grassing,0,0.433241,0.497105,0.690512,0.988360
frame_000338.jpg,grassing,0,0.344443,0.494595,0.680200,0.987292
frame_000170.jpg,grassing,0,0.443357,0.498004,0.668452,0.988735
frame_000118.jpg,grassing,0,0.455312,0.499061,0.642361,0.989190
frame_000358.jpg,grassing,0,0.340612,0.494190,0.675479,0.987115
frame_000300.jpg,grassing,0,0.351732,0.495366,0.689187,0.987609
frame_000364.jpg,grassing,0,0.339460,0.494061,0.674065,0.987055
frame_000278.jpg,grassing,0,0.363486,0.495800,0.693118,0.987806
frame_000153.jpg,grassing,0,0.447266,0.498350,0.659922,0.988874
frame_000323.jpg,grassing,0,0.347322,0.494891,0.683753,0.987411
frame_000115.jpg,grassing,0,0.456002,0.499121,0.640846,0.989190
frame_000165.jpg,grassing,0,0.444504,0.498103,0.665935,0.988775
frame_000262.jpg,grassing,0,0.383781,0.496126,0.693998,0.987945
frame_000228.jpg,grassing,0,0.426904,0.496828,0.695880,0.988241
frame_000330.jpg,grassing,0,0.345980,0.494753,0.682094,0.987372
frame_000386.jpg,grassing,0,0.335239,0.493617,0.668853,0.986877
frame_000207.jpg,grassing,0,0.434850,0.497253,0.687004,0.988419
frame_000376.jpg,grassing,0,0.337160,0.493814,0.671225,0.986957
frame_000122.jpg,grassing,0,0.454393,0.498982,0.644354,0.989150
frame_000233.jpg,grassing,0,0.420562,0.496719,0.695601,0.988182
frame_000106.jpg,grassing,0,0.458068,0.499308,0.636336,0.989289
frame_000069.jpg,grassing,0,0.462483,0.500059,0.609577,0.989605
frame_000186.jpg,grassing,0,0.439683,0.497678,0.676470,0.988597
frame_000287.jpg,grassing,0,0.354226,0.495623,0.692261,0.987727
frame_000260.jpg,grassing,0,0.386320,0.496176,0.694109,0.987964
frame_000194.jpg,grassing,0,0.437840,0.497510,0.680490,0.988538
frame_000039.jpg,grassing,0,0.451826,0.500662,0.559421,0.989862
frame_000332.jpg,grassing,0,0.345590,0.494713,0.681626,0.987332
frame_000128.jpg,grassing,0,0.453018,0.498854,0.647372,0.989091
frame_000033.jpg,grassing,0,0.453731,0.500791,0.557773,0.989921
frame_000138.jpg,grassing,0,0.450718,0.498656,0.652394,0.989012
frame_000378.jpg,grassing,0,0.336776,0.493775,0.670746,0.986957
frame_000002.jpg,grassing,0,0.467756,0.501413,0.557940,0.990178
frame_000154.jpg,grassing,0,0.447038,0.498330,0.660423,0.988874
frame_000247.jpg,grassing,0,0.402806,0.496443,0.694833,0.988063
frame_000202.jpg,grassing,0,0.436002,0.497352,0.684499,0.988458
frame_000182.jpg,grassing,0,0.440596,0.497757,0.674465,0.988636
frame_000314.jpg,grassing,0,0.349048,0.495079,0.685891,0.987510
frame_000396.jpg,grassing,0,0.333324,0.493409,0.666492,0.986779
frame_000343.jpg,grassing,0,0.343486,0.494486,0.679020,0.987233
frame_000223.jpg,grassing,0,0.431169,0.496927,0.695033,0.988281
