frame_name,label,class_id,x_center,y_center,width,height
frame_000000.jpg,eating,0,0.48696,0.515968,0.808953,0.780079
frame_000001.jpg,eating,0,0.489148,0.516146,0.809031,0.780079
frame_000002.jpg,eating,0,0.491331,0.516344,0.809098,0.780079
frame_000003.jpg,eating,0,0.493513,0.516532,0.809187,0.780099
frame_000004.jpg,eating,0,0.495696,0.516719,0.809254,0.780079
frame_000005.jpg,eating,0,0.497884,0.516907,0.809332,0.780099
frame_000006.jpg,eating,0,0.500072,0.517095,0.80941,0.780079
frame_000007.jpg,eating,0,0.502255,0.517292,0.809477,0.780079
frame_000008.jpg,eating,0,0.504443,0.51747,0.809555,0.780079
frame_000009.jpg,eating,0,0.504332,0.51749,0.809621,0.780079
frame_000010.jpg,eating,0,0.504226,0.51751,0.809699,0.780079
frame_000011.jpg,eating,0,0.50412,0.51753,0.809777,0.780079
frame_000012.jpg,eating,0,0.504009,0.517549,0.809844,0.780079
frame_000013.jpg,eating,0,0.503903,0.517569,0.809922,0.780079
frame_000014.jpg,eating,0,0.503797,0.517589,0.81,0.780079
frame_000015.jpg,eating,0,0.503686,0.517599,0.810067,0.780099
frame_000016.jpg,eating,0,0.503575,0.517609,0.810156,0.780079
frame_000017.jpg,eating,0,0.503469,0.517628,0.810234,0.780079
frame_000018.jpg,eating,0,0.503363,0.517648,0.810312,0.780079
frame_000019.jpg,eating,0,0.503252,0.517668,0.810379,0.780079
frame_000020.jpg,eating,0,0.503146,0.517688,0.810457,0.780079
frame_000021.jpg,eating,0,0.50304,0.517708,0.810535,0.780079
frame_000022.jpg,eating,0,0.502929,0.517727,0.810601,0.780079
frame_000023.jpg,eating,0,0.502823,0.517747,0.810679,0.780079
frame_000024.jpg,eating,0,0.502717,0.517767,0.810757,0.780079
frame_000025.jpg,eating,0,0.502606,0.517787,0.810824,0.780079
frame_000026.jpg,eating,0,0.5025,0.517796,0.810902,0.780099
frame_000027.jpg,eating,0,0.502394,0.517816,0.81098,0.780099
frame_000028.jpg,eating,0,0.502283,0.517826,0.811047,0.780079
frame_000029.jpg,eating,0,0.502177,0.517846,0.811125,0.780079
frame_000030.jpg,eating,0,0.502071,0.517866,0.811203,0.780079
frame_000031.jpg,eating,0,0.50196,0.517885,0.811269,0.780079
frame_000032.jpg,eating,0,0.501854,0.517905,0.811347,0.780079
frame_000033.jpg,eating,0,0.501748,0.517925,0.811425,0.780079
frame_000034.jpg,eating,0,0.501637,0.517945,0.811492,0.780079
frame_000035.jpg,eating,0,0.501531,0.517964,0.81157,0.780079
frame_000036.jpg,eating,0,0.501425,0.517984,0.811648,0.780079
frame_000037.jpg,eating,0,0.50132,0.517994,0.811726,0.780099
frame_000038.jpg,eating,0,0.501208,0.518014,0.811793,0.780099
frame_000039.jpg,eating,0,0.501102,0.518024,0.811871,0.780079
frame_000040.jpg,eating,0,0.500997,0.518043,0.811949,0.780079
frame_000041.jpg,eating,0,0.500885,0.518063,0.812016,0.780079
frame_000042.jpg,eating,0,0.50078,0.518083,0.812094,0.780079
frame_000043.jpg,eating,0,0.500674,0.518103,0.812171,0.780079
frame_000044.jpg,eating,0,0.500562,0.518123,0.812238,0.780079
frame_000045.jpg,eating,0,0.500457,0.518142,0.812316,0.780079
frame_000046.jpg,eating,0,0.500351,0.518162,0.812394,0.780079
frame_000047.jpg,eating,0,0.500239,0.518182,0.812461,0.780079
frame_000048.jpg,eating,0,0.500134,0.518192,0.812539,0.780099
frame_000049.jpg,eating,0,0.500028,0.518211,0.812617,0.780099
frame_000050.jpg,eating,0,0.499911,0.518221,0.812695,0.780079
frame_000051.jpg,eating,0,0.499805,0.518241,0.812773,0.780079
frame_000052.jpg,eating,0,0.499699,0.518261,0.812851,0.780079
frame_000053.jpg,eating,0,0.499594,0.518281,0.812929,0.780079
frame_000054.jpg,eating,0,0.499482,0.5183,0.812996,0.780079
frame_000055.jpg,eating,0,0.499376,0.51832,0.813073,0.780079
